index,0
26740,中国 人 总 说 生老病死 生死 之间 何苦 还要 再 隔 上 老病 可不是 上天 不仁 怜悯 每个 人 都 七八十岁 却 还 康健 力壮 年 去世 世界 多么 留恋 不是 更加 痛苦 意义 上 来讲 老病 生死 之间 必要 演习 听到 这段话 整个 人 都 震惊 惊于 up 清奇 理解 角度 更 惊于 问题 进行 思考 本身 
26741,牛 逼 
26742,人们 总是 惨 人 治愈 人们 都 看 意味着 
26743,哭 死 
26744,人生 … … 二舅 伟大 人生 谢谢 了解 故事 感触 颇深 
26745,那四针 似有 它意 
26746,看 过程 中 落泪 抱 消除 精神 内耗 目的 点开 却 很快 沉浸 入 这段 人生 里 全程 没有 提 一句 精神 内耗 相关 事 落幕 后 只觉 恍然 轻松 
26747,他娘 哭 死 
26748,平凡 伟大 
26749,不 专业 旁白 反而 更加 贴合 故事 情景 情绪 二舅 平凡 世界 人 久久 不能平静 反正 做 不到 
26750,不知 看 哭 … … 
26751,学会 平视 俯视 面对 人世间 平凡 痛苦 不要 带 妒恨 去 仰视 想要 到达 却 未能 企及 &# 34 世间 快乐 人 是从 不 回头 看 人 &# 34 我愿 独自 积极 乐观 坚定 向前 从不 回头 勇敢者 称为 最 快乐 人 
26752,宁宁 家 两个 孩子 还养 狗 很 幸福 样子 说明 孩子 性格 家庭 条件 没有 绝对 关系 条件 没 好 孩子 丰富 精神 世界 
26753,世界 上 一种 真正 英雄主义 认清 生活 真相 依旧 热爱生活 ____ 罗曼 罗兰 
26754,看 完 心中 很 压抑 心疼 二舅 佩服 二舅 祝福 二老 
26755,拽 面条 … 邯郸 类 
26756,纪录片 即视感 拍 无敌 好 
26757,下定决心 不怕困难 排除万难 去 争取 胜利 
26758,荒谬 无理 生活 伟大 崇高 生命 
26759,荒谬 无理 生活 伟大 崇高 生命 
26760,真的 感觉 好 感动 这种 故事 精神 真的 鸡皮疙瘩 保卫 萝卜 _ 哭哭 
26761,三刷 感触 最深   中国 人 老 说 生老病死 生死 之间 何苦 还要 再 隔 上 老病 可不是 上天 不仁 上天 怜悯 每个 人 都 七八十岁 却 还 康健 力壮 年 去世 世界 多么 留恋 不是 更加 痛苦 意义 上 来讲 老病 生死 之间 必要 演习 生死 老病 才 人生 百态 永远 保持 热爱 全力以赴 一场 人生 最大 胜仗 
26762,视频 文案   应该 入选 教材 
26763,安乐 之源   智慧 所在 
 唐 老师 课 永远 出来 听 大哭 大哭 大哭 
26764,我命 不由 天 
26765,牛 
26766,敬 这位 卑微 伟大 先生 
26767,看 哭 大哭 
26768,笑 笑 眼眶 渐渐 湿润 
26769,讲 人 最 憧憬 人 二舅 真 厉害 真的 
26770,敬 二舅 
26771,文案 高中语文 教材 重点 篇目 预订 当代文学 经典作品 属于 一代 一代 文学 体裁 现在 最 主要 文学 体裁 流行歌 歌词 短 视频 文案 解说 肯定 一席之地 
26772,好 难过 却 不 知道 说些 大哭 
26773,牛 
26774,感觉 看 一部 电影 
26775,昨天 看 完 知道 视频 必火 当代人 内心 需求 显而易见 
26776,视频 涨 40 万粉 
26777,关注 UP 主 竟然 火出 圈 中国 这片 广袤 大 地上 无数个 二舅 感觉 这才 应该 华夏 文明 精神 内核 call 
26778,下午 wb   朋友 圈里 刷屏   上班 没能 看 视频   心想 视频 全网 讨论   现在 看 完   久久 不能平静   不 知道 脸上 悲伤 欣慰   五味杂陈   不止 二舅 人生   更是 看到 父母 一辈 遗憾   挣扎   
 敬 二舅   敬 父母   敬 
26779,楂 楂 莓莓 耶 
26780,世界 上 第一 快乐 人 是从 不 需要 别人 负责 人 快乐 人 是从 不 回头 看 人 好 喜欢 这句 话 
26781,妙 
26782,谢谢 up 
 语言 贫瘠 不 知道 形容 看 哭 小时 心情 
 祝 二舅 姥姥 身体健康 平平安安 宁宁 一家 平安 喜乐 诸事 顺遂 还要 弟弟 暴打 一顿 二胡 还来 
 祝福 所有人 拥有 光明 美好 未来 ? ? 
26783,短短的 十几分钟 教会 一生 都 可能 不能 领悟 道理 
26784,四肢 健全   上 大学   理应 美好 人生 
26785,感人 
26786,徐明宇 666 
26787,二舅 总有 办法 办法 不是 变得 富有 变得 有权有势 只 解决 二舅 身边 纯粹 小 事 反观 每每 思考 次 不是 这步 捞 好处 那步 吃了亏 着急 内心 寻求 一种 自我 狡辩 说法 却 最终 消逝 巷口 里 二舅 医生 一句 浅浅 笑骂 
26788,摄人心魄 
26789,文采 真的 好好 一篇 很 感悟 散文 
26790,这才 真正 生活区 大哭 
26791,人 往往 都 快 死 才 发现 人生 最大 遗憾 遗憾 过去 遗憾 
26792,King FPV 
26793,向前走 
26794,全能 二舅 心心 心心 心心 
26795,想起 三舅 
26796,笑 笑 哭 
26797,活着 
26798,争取 做 快乐 人 
26799,年度 最佳 纪录片 明天 继续 过来 投币 
26800,2022.7 25 爷爷 猝然 长逝 毫无 征兆 看到 视频 彻底 治愈 爷爷 二舅 平凡 伟大 人 中国 人 老 说 生老病死 生死 之间 何苦 加个 老病 可不是 上天 不仁 怜悯 每个 人 都 七八十岁 却 还 康健 力壮 年 去世 世界 多么 留恋 不是 更加 痛苦 意义 上 来讲 老病 生死 之间 必要 演习 一句 非常 赞同 爷爷 退休 前 高中物理 老师 所有 理科 问题 都 颇为 精通 爷爷 肌肉 强壮 轻松 撅 折 40 公斤 臂力 棒 每天 早晨 都 出去 跑步 锻炼 爷爷 还 爱好 广泛 平时 拉拉 二胡 听 听戏 写写 歌 练练 书法 画画 铅笔画 学学 人体 解剖学 日常 奶奶 拌 拌嘴 一边 互相 嫌弃 不 洗衣服 不刷 碗 一边 拉着 奶奶 出去 遛弯 接 小孙子 上下学 一天 之间 爷爷 体检 发现 肿瘤 手术 中 突发 心梗 永远 离开 所有人 都 猝不及防 爷爷 想必 没有 遗憾 中国 有太多 平凡 伟大 饱经 苦难 默默无闻 人 希望 二舅 爷爷 走 完 一辈子 
26801,昨天 看 90 万多 播放 量 涨 十倍 
26802,不 进入 站 必刷 call 
26803,公平 热词 系列 _ 破防 
26804,杨桃 洗 干净   邀请 泡泡 同学 来看 
26805,二舅 身上 看见 爷爷 身影 何其 相像 爷爷 石匠 年轻 本来 机会 进厂 人用 一碗 面给 顶替 年代 连饭 都 吃不饱 一碗 面是 多么 珍贵 家里 拿不出 一碗 面 一粒 米 拿不出 只能 眼睁睁 看着 机会 别人 拿走 后来 去 跟着 别人 学着 石头 做 石匠 今天 强迫症 形容 他刻 出来 石板 笔直 线 厚度 仔细 量度 连用 锥子 敲打 痕迹 都 一条 一条 像是 艺术品 家门口 那条 路 两侧 地基 人 山上 背着 石头 回家 院子 里 刻成 长方体 一块 一块 累 大路 两边 田地 房子 水渠 一块 石头 一块 石头 码 出来 老人 带 农村 朴素 善良 倔强 老头 一生 要强 明明 身体 已经 很差 却 人忍 直到 吐血 大家 才 知道 身体 很 糟糕 难受 不 说 出来 短短的 一年 瘦 不成人 样 第二年 春 我刚 出门 工作 听到 离世 想着 走 疼 石匠 职业病 留下来 人 心里 挂念 敬佩 
26806,大哭 大哭 大哭 
26807,热 搜上 看到 视频 看 完 … … 真的 值得 上 热 搜 应该 出现 语文课 本上 
26808,真的 太好了 
26809,难得 
26810,安静 丰盛   温暖 踏实 
26811,姥爷 
26812,终将 胜利 
26813,进度条 一大半 都 哭 过去 再 看一遍 谢谢 二舅 
26814,好 二舅 
26815,平凡 伟大 
26816,何须 浅碧轻 红色 自是 花中 第一流 
26817,看 完 之后 遗憾 愤懑 感觉 心里 憋 这点 觉得 一生 脚踏实地 充实 善良 豁达 很 力量 
26818,当代 视频 小说 2233 塔罗牌 _ 觉得 星 手机 真的 磨灭 人 东西 
26819,向前 看 排除万难 未来 争取 胜利 
26820,视频 真的 力量 高三 读 活着 
26821,建它 还 没 美国 辣 眼睛 
26822,优秀 作品 不 需要 声音 光看 字幕 足以 动人 
26823,敬 二舅 
26824,二舅 说 公平 
26825,世上 第一 快乐 人 不用 别人 负责 人 快乐 人 是从 不 回头 看 人 
26826,生死 之间 隔 老病 反复 演习 
26827,相信 血统论 … … 二舅 人 中 龙凤 … … 
26828,爸爸 一名 木匠 
26829,故事 看 很 好 真假 不 确定 
26830,看 哭 
26831,化为 平凡 伟大 处 
26832,见识 不够   看 完 觉得   二舅 感到遗憾 本该 上 令人 仰慕 生活 
26833,泪目 
26834,故人 故事   无疾而终 
26835,应 感激 外婆家 不 觉得 遗传 二舅 部分 基因 段 文案 人 写 不 出来 二舅 都 优秀 人 以后 农村 再 不会 优秀 之才 剩下 都 文案 中 树 先生 … … 一代代 筛选 优秀 人 都 筛 走 … … 
26836,好家伙 13 w 人 正在 观看 
26837,致敬 二舅 
26838,治愈 谢谢 
26839,很 喜欢 当中 说 一句 话 小孩 小 不是 瞎 
26840,一辈子 都 学不来 文笔 
26841,世界 上 第一 快乐 人 不 需要 别人 负责 人 快乐 人 是从 不 回头 看 人 遗憾 没有 人 往往 都 快 死 才 发现 人生 最大 遗憾 遗憾 过去 遗憾 遗憾 电影 里 主角 崛起 前戏 生活 里 人 沉沦 毒药 
26842,很 美好 故事 完美 文案 三连 微笑 
26843,答应 看 一定 看 完 
26844,啊啊啊 哭 唐 总 赔钱 大哭 大哭 大哭 大哭 
26845,今年 第一个 流泪 视频 已经 很多 人 分析 不 做 赘述 的确 很多 向上 希望 
26846,世界 上 第一 快乐 人 不 需要 别人 负责 人 快乐 人 从不 回头 看 人 
26847,最后 看 哭 奥比 岛 _ 喜欢 
26848,折磨 快乐 折磨 再 快乐 人生 一种 循环 生活 好好 活着 
26849,觉得 诺贝尔文学奖 小说 写 好 
26850,平凡 路 伟大 人格 
26851,听 口音 像是 山东 
26852,真的 很多 蕙质兰心 人 没有 成为 城里人 勤劳 农村 人 
26853,希望 未来 语文课 看到 
26854,似乎 看 一部 电影 
26855,好 喜欢 文风 心心 
26856,好 文案 值得 青年 学习 支持 支持 支持 估计 上 高考作文 素材 害羞 
26857,敬 二舅 
26858,再 重温 一遍 很久没 看到 优质 视频 
26859,再 重温 一遍 很久没 看到 优质 视频 
26860,看着 看着 流泪 二舅 身上 看到 父亲 身影 父亲 当年 家里 穷 没有 读 书 坚持 学习 家里 邻居 东西 坏 都 找 父亲 帮忙 修理 突然 想到 看过 一句 话 认真 生活 人 拥有 月亮 做 渔网 身处 坎坷 依然 能够 捕捉到 闪亮 星光 
26861,老乡   微信 公众 号 盗 文案 囧 
26862,平凡 伟大 
26863,平凡 世界 
26864,文案 入选 语文课 
26865,号 第一次 投币 
26866,世界 上 第一 快乐 人 不 需要 别人 负责人 人 
 快乐 人 从不 回头 看 人 
 泪目 大哭 大哭 大哭 
26867,call 
26868,文笔 真的 很棒 已经 看 好几遍 
26869,想 好多 词 最后 文字 复兴 评价 
26870,平凡 人生 不 平凡 伟大 
26871,生活 好 起来 没有 很 久 两代 人 少 一代人 都 很多 苦难 见识 记忆 同一个 地方 不同 际遇 可能 收获 不同 人生 人 农村 苦 一辈子 人 变成 大人物 家里 村上 二舅 这种 人 不是 幸运儿 咬牙 过不下去 日子 下去 还 总往 好 可能 这才 家 能够 困厄 中 走 出来 生生不息 原因 
26872,牛 
26873,谱 假面 骑士   稷 祈 湘江 
26874,OMG 谢谢 
26875,一次 证明 优秀 故事 内核 不 需要 华丽 表现形式 
26876,看多 身边 很多 啃 老 还 父母 添麻烦 孩子 觉得 宁宁 家庭 圆满 孝顺 二舅 人生 中 一大 幸事 心心 心心 心心 
26877,平凡 中 看见 伟大 口罩 
26878,十多分钟 视频 再现 平凡 世界 
26879,1 次 看 以为 编 故事 安排 剧情 2 次 看到 多人 离谱 决定 认真 看 一次 
26880,看 视频 有种 说不出来 感觉 笑 哭 
26881,文案 已经 足够 膜拜 
 二舅 更是 
26882,很 感人   看 完时 鸡皮疙瘩 起来   珍惜 现在 已有 幸福生活 
26883,大白天 整哭 委屈 四肢 健全 衣食无忧 还 考上 大学 可怕 重活 一次 会 新 遗憾 还 珍惜 当下 走 好 接下来 人生路 
26884,敬 二舅 
26885,敬 二舅 
26886,歌颂 成功 富有 画过 太多 巅峰 大饼 描绘 过太多 品味 鄙视 链 都 人 震撼 
26887,我来 见证 历史 播放 155 万 投币 194 万 
 参与 投了 2 个币 
26888,写得 真好 活得 真好 
26889,无产阶级 万岁 
26890,才 一天 800w 播放 
26891,真的 命运 最 偏爱 遗憾 保佑 
 很 感动 很 想 哭 
26892,只能 投 两个 币 
26893,自强不息 知行合一 支持 
26894,年糕 多收 彩礼 
26895,看 哭 
26896,13 万人 观看 
26897,微信 视频 号 中 无意 刷 后 看 完 一本 精彩 小说 回来 b 站 投币 鸡腿 
26898,平凡 中 铸就 伟大 人 
26899,平凡 中 铸就 伟大 人 
26900,河北 武安 
26901,真是 伟大 人 
26902,十一 分钟 看 两遍 没有 快进 没有 倍速 … … 说 不是 失去 耐心 值得 看 东西 太少 
26903,薛薛 薛 薛某 people   人中 龙凤 
26904,原来 好 视频 真的 会 人 4 刷 二舅 不止 治好 精神 内耗 还治好 没有 精神 
 摘抄 
 1 老病 生死 之间 必要 演习 
 2 庄敬自强 
 3 孝顺 爸妈 孩子 最好 孝顺 教育 
 4 快乐 人 是从 不 回头 看 人 
 5 下定决心 不怕牺牲 排除万难 去 争取 胜利 
 君 共勉 
26905,活着 感觉 人 一生 
26906,最大 感受 安于 生命 原本 样子 伟大 事情 
26907,尊唐 火 
26908,好 棒 二舅 
26909,13 万 观看 点赞 
26910,希望 二舅 开心 健康 
26911,看到 个人 发 人人 称赞 钦佩 人人 不想 成为 需要 多么 强大 内心 才 做到 up 二舅 乐观 很 难会 有人 遇到 境地 还 这般 努力 生活 
26912,从不 回头 看 支持 
26913,擦 感动 
26914,?? 
26915,这种 娓娓道来 感觉 令人 很 舒服 很棒 故事 
26916,不曾 起舞 日子 都 生命 辜负 
   致敬 平凡 伟大 二舅 
26917,见 猫 
26918,期 视频 文案 感觉 余秋雨 所说 文章 极致 老街 疏桐 桐下 静座 座间 闲谈 
26919,平凡 人 很多 感动 坚韧 再 苦难 会 过去 
26920,感谢 好 作品 
26921,说话 故作 深沉 真 听 不 下去 
26922,中国 二舅 看到 父辈 人 影子 爱心 水稻 
26923,难得 遇到 果断 给出 三连 好 视频 
26924,我要 做 快乐 人 
26925,金句 频出 记下 
26926,二舅 没 做出 事业 一生 跌宕起伏 优秀 才干 不屈 精神 老后 孝顺 女儿 能为 女儿 出力 一段 难忘 情感 这是 一段 壮阔 人生 不 响亮 很 羡慕 几点 
26927,谢谢 二舅   二舅 拯救 
26928,年代 不 都 会 人 天赋 才能 前途 生不逢时 不是 病 死 错失 机会 总会 很多 遗憾 不是 不 回头 看 感到 可惜 大家 都 熬过来 只能 偶尔 嘴 上 说上几句 继续 生活 
26929,站 当下 解决 当下 活 轻松 点 努力 点 
26930,欲望 合适 好 
26931,余宇涵 今天 干饭 换碗 
26932,视频 3 分 43 秒 县城 房子 镜头 盗用 何苦 导演 最后 棒棒 里面 镜头 思考   算不算 盗用 思考 
26933,由衷 热词 系列 _ 泪目 
26934,文学性 强 艺术性 高 内容 扎实 建议 中央电视台 天气预报 后 播出 支持 
26935,下定决心 不怕牺牲 排除万难 去 争取 胜利 毛泽东 
26936,敬 二舅 
26937,活着 
26938,真 好 
26939,流了血 结了 痂 不能 撕 撕 会 掉 下 皮肉 
26940,现在 社会 下 人 都 会 异化 快节奏 工作 生活 何尝 不是 内耗 每个 人 精神 内心 希望 真正 生活 举起 白旗 之前 方式 怪圈 中 暂且 先 跳脱 出来 罢 
26941,真的 激励 人 
26942,农村 很多 人 也许 没有 二舅 值得 人 津津乐道 人生 经历 依然 一种 朴素 力量 里面 向上 而生 平静 伟大 
 大家 深 共鸣 很大 程度 上 都 
 内心 缺乏 朴素 外界 刺激 
 二舅 所有人 看到 赋予 每个 人该 生命 厚度 宽度 大家 都 找 
26943,活着 感觉 活着 更 阳光明媚 
26944,视频 质量 好 高 保卫 萝卜 _ 保卫 萝卜 _ 保卫 萝卜 _ 
26945,平凡 里且 伟大 注脚 多么 伟大 二舅 
26946,明年 高考 语文 阅读 理解 必有 这篇 文案 
26947,普通 不快 进 一万倍 都 没法 看 
26948,第一次 疑惑 只能 投 2 个币 
26949,致敬 二舅 二舅 同样 终身 未婚 热心 善良 勤劳 能干 一周 前 刚刚 去世 
26950,从不 回头 看 
26951,青阳 白羽 
26952,写 真 好 
26953,中国 人 没有 失掉 自信力 自信力 有无 状元 宰相 文章 不足为据 去 看 地底下 
26954,当年 没 遇到 庸医 二舅 前途无量 
26955,平凡 高贵 
26956,片子 想起 青年 导演 毕赣 电影 路边 野餐 
26957,十豆 加意 自若 
26958,发光 发热 
26959,不要 二舅 天才 骗 二舅 绝对 不是 天才 普通人 聪明 当年 正常 发展 现在 应该 教授 级别 人 不 信 查一查 同龄 农村 出身 教授 不是 少年 天才 二舅 失去 教授 人生 成 全村人 守护者 受人 尊敬 人生 最大 肯定 
26960,妈 视频 太耗 烟 
26961,敬 二舅 
26962,好 喜欢 二舅 生活态度 虽是 拖 佝偻 身躯 却 释放 常人 难以想象 力量 日子 过得 清贫 家中 八十岁 母亲 悉心照料 村子 老人 竭尽所能 帮持 二舅 看似 平平淡淡 一生 温暖 需要 人 
26963,哭 看 完 突然 想 明白 很多 
26964,爱心 保佑 福到 
26965,视频 拍 很 好 文案 很 写实 以往 类似 视频 很难 不 陷入 歌颂 苦难 魔咒 看 这段 视频 前 想着 现下 实外 近 40 度 高温 天气 想着 仍 烈日 下 买菜 农民 想着 力气 踩 三轮 累 气喘吁吁 骑行 速度 如同 步行 老人 或许 城市 发展 总 免不了 牺牲 冷漠 世俗 成功 总 难逃 傲慢 迷失 看 完 视频 倒 心生 明朗 自洽 自得 二舅 身上 看到 二舅 选择 人生 没有 回头路 遗憾 错过 才 人生 常态 看 完 视频 或许 更应 思考 一生 自洽 自得 
